日期,收盤價(還原權息),成交量
2007-04-30,24.221757888793945,484600
2007-05-01,24.393362045288086,662800
2007-05-02,24.863773345947266,1061600
2007-05-03,25.109333038330078,457200
2007-05-04,25.20401382446289,387200
2007-05-07,25.292768478393555,830200
2007-05-08,25.06495475769043,856600
2007-05-09,25.366731643676758,452600
2007-05-10,24.736560821533203,591200
2007-05-11,25.384490966796875,508600
2007-05-14,25.224727630615234,556800
2007-05-15,25.236547470092773,646200
2007-05-16,25.641878128051758,929600
2007-05-17,25.49394416809082,958200
2007-05-18,25.674423217773438,382800
2007-05-21,25.730628967285156,1299600
2007-05-22,25.798681259155273,500400
2007-05-23,25.630037307739258,744600
2007-05-24,25.07383155822754,1026800
2007-05-25,25.567914962768555,1171000
2007-05-29,25.4880313873291,412200
2007-05-30,25.739505767822266,576800
2007-05-31,25.834186553955078,433600
2007-06-01,26.417015075683594,653800
2007-06-04,26.337133407592773,620200
2007-06-05,26.19216537475586,354000
2007-06-06,25.760217666625977,504000
2007-06-07,25.30460548400879,834800
2007-06-08,25.89926528930664,716000
2007-06-11,25.97618865966797,492600
2007-06-12,25.553110122680664,539600
2007-06-13,26.121170043945312,606000
2007-06-14,26.52649688720703,1722800
2007-06-15,26.982099533081055,498600
2007-06-18,27.19808006286621,497200
2007-06-19,27.251344680786133,480600
2007-06-20,27.06198501586914,882000
2007-06-21,27.366722106933594,828400
2007-06-22,26.982099533081055,653800
2007-06-25,26.757261276245117,464400
2007-06-26,26.62708282470703,527400
2007-06-27,26.973230361938477,497600
2007-06-28,26.976194381713867,424400
2007-06-29,27.00873565673828,455200
2007-07-02,27.567899703979492,3319200
2007-07-03,27.86671257019043,866000
2007-07-05,28.08268928527832,3051200
2007-07-06,28.4643497467041,693000
2007-07-09,28.683284759521484,857600
2007-07-10,28.180326461791992,742600
2007-07-11,28.393341064453125,963400
2007-07-12,29.13594627380371,552200
2007-07-13,29.337129592895508,478000
2007-07-16,28.91109275817871,1174600
2007-07-17,28.979141235351562,960800
2007-07-18,28.872623443603516,819800
2007-07-19,29.141862869262695,589200
2007-07-20,29.06493377685547,841400
2007-07-23,29.748355865478516,547800
2007-07-24,28.866714477539062,845200
2007-07-25,29.218778610229492,777000
2007-07-26,27.609315872192383,2002800
2007-07-27,27.30754852294922,1201200
2007-07-30,28.35784149169922,1130800
2007-07-31,27.95844268798828,1339200
2007-08-01,27.514652252197266,1999200
2007-08-02,27.807554244995117,522400
2007-08-03,26.686248779296875,921600
2007-08-06,27.366722106933594,888000
2007-08-07,27.467313766479492,552800
2007-08-08,28.22469711303711,1116000
2007-08-09,27.053112030029297,2677600
2007-08-10,26.760223388671875,1653800
2007-08-13,26.92293930053711,738400
2007-08-14,26.07973861694336,1273000
2007-08-15,24.79572105407715,1479800
2007-08-16,24.378578186035156,2274600
2007-08-17,25.313480377197266,1384800
2007-08-20,25.458446502685547,1300800
2007-08-21,25.263181686401367,953600
